ID,address,city,country,name,postalCode,state
3030,1022 Richmond Ave,Staunton,US,KFC,24401,VA
3031,1500 N Broad St,Tazewell,US,KFC,37879,TN
3032,113 Radio City Dr,Pekin,US,KFC,61554,IL
3033,1402 S 43rd St,Milwaukee,US,KFC,53214,WI
3034,1050 Homer Rd,Minden,US,KFC,71055,LA
3035,182 U.S. Highway 321 By-Pass South,Winnsboro,US,KFC,29180,SC
3036,24 Woodlawn Dr,Park Hills,US,KFC,63601,MO
3037,1425 James Ave,Bedford,US,KFC,47421,IN
3038,2169 Rawsonville Rd,Belleville,US,KFC,48111,MI
3039,9089 Fields Ertel Rd,Cincinnati,US,KFC,45249,OH
3040,205 S Davis Ave,Cleveland,US,KFC,38732,MS
3041,10310 Iron Bridge Road,Chesterfield,US,KFC,23832,VA
3042,4804 N Sheridan Rd,Chicago,US,KFC,60640,IL
3043,8200 Hamilton Ave,Cincinnati,US,KFC,45231,OH
3044,1209 Avenue D,Snohomish,US,KFC,98290,WA
3045,703 E Atlantic St,South Hill,US,KFC,23970,VA
3046,3924 Portage Ave,South Bend,US,KFC,46628,IN
3047,631 Hill St,Ellisville,US,KFC,39437-2413,AL
3048,1207 Bragg Blvd,Fayetteville,US,Kfc,28301,NC
3049,92 16th St,Wheatland,US,Burger King,82201,WY
3050,Route 115 & East End Blvd.,Wilkes Barre,US,Burger King,18702,PA
3051,715 W Baltimore St,Wilmington,US,Burger King,60481,IL
3052,720 Old San Antonio Rd,Buda,US,KFC,78610,TX
3053,32120 Date Palm Drive,Cathedral City,US,KFC,92234,CA
3054,410 E Leota St Ste 1,North Platte,US,Jimmy John's,69101,NE
3055,4120 E McCain Blvd,North Little Rock,US,Jimmy John's,72117,AR
3056,856 Statler Blvd,Staunton,US,Jimmy Johns,24401,VA
3057,823 Belknap St Ste 101,Superior,US,Jimmy John's,54880,WI
3058,109 S 2nd W,Rexburg,US,Jimmy John's,83440,ID
3059,1217 E Front St,Traverse City,US,Jimmy John's,49686,MI
3060,3754 Elm St,Saint Charles,US,Jimmy John's,63301,MO
3061,130 Blue Lakes Blvd N,Twin Falls,US,Jimmy John's,83301,ID
3062,1311 Monmouth St,Newport,US,KFC,41071,KY
3063,212 Nevada Ave,Trinidad,US,KFC / Taco Bell,81082,CO
3064,2342 Philadelphia Ave,Chambersburg,US,Kenny's Drive-In,17201,PA
3065,1829 Highway 90,Liberty,US,KFC,77575,TX
3066,789 Wolcott St,Waterbury,US,Arby's,6705,CT
3067,1329 Whalley Ave,New Haven,US,Burger King,6515,CT
3068,331 South Rd,Farmington,US,Wendy's,6032,CT
3069,524 Farmington Ave,Hartford,US,Burger King,6105,CT
3070,90 Airport Rd,Hartford,US,Wendy's,6114,CT
3071,7808 N Academy Blvd,Colorado Springs,US,Burger King,80920,CO
3072,6704 Forest Hill Blvd,West Palm Beach,US,Pollo Tropical,33413,FL
3073,3900 S State Road 7,Lake Worth,US,Burger King,33449,FL
3074,6903 Okeechobee Blvd,West Palm Beach,US,Burger King,33411,FL
3075,1760 S Military Trl,West Palm Beach,US,Burger King,33415,FL
3076,10030 Indiantown Rd,Jupiter,US,Mcdonald's,33478,FL
3077,100 State Rd 7,Wellington,US,McDonalds,33414,FL
3078,2210 Hwy 540A,Lakeland,US,McDonald's,33813,FL
3079,1725 E Sunrise Blvd,Fort Lauderdale,US,Burger King,33304,FL
3080,7226 State Road 54,New Port Richey,US,McDonald's,34653,FL
3081,10771 Gulf Blvd,Saint Petersburg,US,McDonald's,33706,FL
3082,9441 St Rd 52,Hudson,US,McDonald's,34669,FL
3083,4312 US Highway 19,New Port Richey,US,KFC,34652,FL
3084,7390 Coral Way,Miami,US,Burger King,33155,FL
3085,3411 Busch Blvd,Tampa,US,McDonald's,33612,FL
3086,9951 Pines Blvd,Hollywood,US,KFC,33024,FL
3087,1600 S Andrews Ave,Fort Lauderdale,US,McDonald's,33316,FL
3088,6009 New Kings Rd,Jacksonville,US,Krystal,32219,FL
3089,5901 S University Dr,Fort Lauderdale,US,Burger King,33328,FL
3090,189 Palm Bay Rd NE,Melbourne,US,Burger King,32904,FL
3091,9496 Colerain Ave,Cincinnati,US,Chick-fil-A,45251,OH
3092,9740 Colerain Ave,Cincinnati,US,White Castle,45251,OH
3093,7921 Mall Rd,Florence,US,Jimmy John's,41042,KY
3094,1740 Orrington Ave,Evanston,US,Burger King,60201,IL
3095,5493 Business Hwy 151,Marion,US,McDonald's,52302,IA
3096,3215 Adventureland Dr,Altoona,US,McDonald's,50009,IA
3097,6090 Miramar Pkwy,Hollywood,US,KFC,33023,FL
3098,1335 Hurffville Rd,West Deptford,US,Arby's,8096,NJ
3099,16177 West Rd,Trenton,US,KFC,48183,MI
3100,4998 Highland Rd Ste D,Waterford,US,Jimmy John's,48328,MI
3101,950 W Peachtree St NW #250,Atlanta,US,Pita Pit,30309,GA
3102,2320 N Federal Hwy,Pompano Beach,US,Pollo Tropical,33062,FL
3103,1013 Court St,Pekin,US,McDonald's,61554,IL
3104,2802 W Fir St,Perry,US,McDonald's,73077,OK
3105,816 W Main St,Jacksonville,US,McDonald's,72076,AR
3106,1110 W Broadway Ave,Jackson,US,McDonald's,83001,WY
3107,2520 S Gallatin St,Jackson,US,McDonald's,39204,AL
3108,24 Fenn Rd,Newington,US,"MOOYAH Burgers, Fries & Shakes",6111,CT
3109,159 Highway 165 S,Oakdale,US,McDonald's,71463,LA
3110,505 Lincoln Hwy,North Versailles,US,McDonald's,15137,PA
3111,1834 Highway 31 N,Lonoke,US,McDonald's,72086,AR
3112,106 E Broadway St,Loogootee,US,McDonald's,47553,IN
3113,1166 N Muldoon Rd,Anchorage,US,McDonald's,99504,AK
3114,1521 W Cameron Ave,Rockdale,US,McDonald's,76567,TX
3115,621 E 200 N,Roosevelt,US,McDonald's,84066,UT
3116,180 Montgomery Pike,Williamsport,US,McDonald's,17702,PA
3117,2118 Cleveland Rd W,Huron,US,McDonald's,44839,OH
3118,1205 Commons Cir,Plover,US,McDonald's,54467,WI
3119,1464 Main St,Willimantic,US,McDonald's,6226,CT
3120,423 W Main St,Pomeroy,US,McDonald's,45769,OH
3121,36390 Euclid Ave,Willoughby,US,McDonald's,44094,OH
3122,11591 Frankstown Rd,Pittsburgh,US,McDonald's,15235,PA
3123,524 W Washington St,Pittsfield,US,McDonald's,62363,IL
3124,145 Highway 15 N,Pontotoc,US,McDonald's,38863,MS
3125,960 W Reynolds St,Pontiac,US,McDonald's,61764,IL
3126,60 Home St,Huntington,US,McDonald's,46750,IN
3127,4044 E Southport Rd,Indianapolis,US,McDonald's,46237,IN
3128,1207 N Jefferson Way,Indianola,US,McDonald's,50125,IA
3129,4545 W 38th St,Indianapolis,US,McDonald's,46254,IN
3130,1726 Bagnell Dam Blvd,Lake Ozark,US,McDonald's,65049,MO
3131,44 S Park Dr,Colchester,US,McDonald's,5446,VT
3132,1106 Hurffville Rd,West Deptford,US,McDonald's,8096,NJ
3133,2805 Fern Valley Rd,Louisville,US,Waffle House,40213,KY
3134,920 W Broadway,Centralia,US,Wendy's,62801,IL
3135,2191 Independence Dr,Greenwood,US,Long John Silver's,46143,IN
3136,8800 Sepulveda Blvd,North Hills,US,KFC,91343,CA
3137,1515 Julian R Allsbrook Hwy,Roanoke Rapids,US,McDonald's,27870,NC
3138,1711 Julian R Allsbrook Hwy,Roanoke Rapids,US,Hardee's,27870,NC
3139,280 Premier Blvd,Roanoke Rapids,US,Chick-Fil-A,27870,NC
3140,1801 Julian R Allsbrook Hwy,Roanoke Rapids,US,Taco Bell,27870,NC
3141,1499 Julian R Allsbrook Hwy,Roanoke Rapids,US,Wendy's,27870,NC
3142,1480 Julian R Allsbrook Hwy,Roanoke Rapids,US,Burger King,27870,NC
3143,916 W Broad St,Saint Pauls,US,Burger King,28384,NC
3144,613 E 4th Ave,Red Springs,US,McDonald's,28377,NC
3145,2692 Madison Rd Ste A1,Cincinnati,US,Boston Market,45208,OH
3146,1114 E Broad St,Rockingham,US,Arby's,28379,NC
3147,1704 N Sandhills Blvd,Aberdeen,US,KFC,28315,NC
3148,310 N Salisbury Ave,Spencer,US,Bojangles' Famous Chicken 'n Biscuits,28159,NC
3149,15 US Hwys 64 Alt 70 SE,Hickory,US,McDonald's,28601,NC
3150,2495 Berlin Tpke,Newington,US,Boston Market,6111,CT
3151,435 Winthrop Ave,Lawrence,US,Boston Market,1843,MA
3152,13201 Cicero Ave,Crestwood,US,Boston Market,60418,IL
3153,5200 Baum Blvd,Pittsburgh,US,Boston Market,15224,PA
3154,1211 North Raleigh Street,Rocky Mount,US,McDonald's,27801,NC
3155,1240 Farmington Ave,West Hartford,US,Boston Market,6107,CT
3156,3000 Dr M L King Jr Blvd,New Bern,US,Chick-fil-A,28562,NC
3157,185 Freedom Way,Midway Park,US,Taco Bell,28544,NC
3158,3300 9th St N W,Altoona,US,Burger King,50009,IA
3159,18975 SW Tualatin Valley Hwy,Aloha,US,Burger King,97003,OR
3160,775 Huffman Mill Road,Burlington,US,Bojangles' Famous Chicken 'n Biscuits,27215,NC
3161,726 S Van Buren Rd,Eden,US,Taco Bell,27288,NC
3162,1718 West Main Street,Locust,US,Bojangles' Famous Chicken 'n Biscuits,28097,NC
3163,826 Highway 27 E,Albemarle,US,Taco Bell,28001,NC
3164,1950 Lincoln Way East,Chambersburg,US,Burger King,17202,PA
3165,1601 Clearwater Ave,Bloomington,US,Burger King,61704,IL
